BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
25EF;25EF02;Locatie vmbo Castricum;CASTRICUM;Noord-Holland;VMBO;GL;Landbouw;G;107;106;1;6,7;,0;6,8
25EF;25EF02;Locatie vmbo Castricum;CASTRICUM;Noord-Holland;VMBO;KL;Landbouw;G;104;104;0;6,5;,0;6,6
25EF;25EF03;Locatie vmbo Amsterdam;AMSTERDAM;Noord-Holland;VMBO;BL;Landbouw;G;15;15;0;6,5;,0;6,5
25EF;25EF03;Locatie vmbo Amsterdam;AMSTERDAM;Noord-Holland;VMBO;KL;Landbouw;G;48;48;0;6,7;,0;6,8
25EF;25EF04;Locatie, vmbo Purmerend;PURMEREND;Noord-Holland;VMBO;BL;Landbouw;G;36;36;0;6,6;,0;6,6
25EF;25EF04;Locatie, vmbo Purmerend;PURMEREND;Noord-Holland;VMBO;GL;Landbouw;G;69;69;0;6,8;,0;6,9
25EF;25EF04;Locatie, vmbo Purmerend;PURMEREND;Noord-Holland;VMBO;KL;Landbouw;G;68;68;0;6,6;,0;6,6
25EF;25EF05;Locatie, vmbo Grootebroek;STEDE BROEC;Noord-Holland;VMBO;BL;Landbouw;G;17;17;0;6,5;,0;6,6
25EF;25EF05;Locatie, vmbo Grootebroek;STEDE BROEC;Noord-Holland;VMBO;GL;Landbouw;G;5;5;0;6,7;,0;6,8
25EF;25EF05;Locatie, vmbo Grootebroek;STEDE BROEC;Noord-Holland;VMBO;KL;Landbouw;G;26;26;0;6,7;,0;6,7
25EF;25EF06;Locatie, vmbo Hoorn;HOORN;Noord-Holland;VMBO;BL;Landbouw;G;40;40;0;6,5;,0;6,6
25EF;25EF06;Locatie, vmbo Hoorn;HOORN;Noord-Holland;VMBO;GL;Landbouw;G;29;29;0;6,9;,0;6,9
25EF;25EF06;Locatie, vmbo Hoorn;HOORN;Noord-Holland;VMBO;KL;Landbouw;G;59;59;0;6,5;,0;6,5
25EF;25EF08;Locatie vmbo Heerhugowaard;HEERHUGOWAARD;Noord-Holland;VMBO;BL;Landbouw;G;24;24;0;6,4;,0;6,4
25EF;25EF08;Locatie vmbo Heerhugowaard;HEERHUGOWAARD;Noord-Holland;VMBO;GL;Landbouw;G;23;23;0;6,8;,0;6,8
25EF;25EF08;Locatie vmbo Heerhugowaard;HEERHUGOWAARD;Noord-Holland;VMBO;KL;Landbouw;G;25;24;1;6,4;,0;6,4
25EF;25EF09;Locatie, vmbo Schagen;SCHAGEN;Noord-Holland;VMBO;BL;Landbouw;G;26;26;0;6,9;,0;6,9
25EF;25EF09;Locatie, vmbo Schagen;SCHAGEN;Noord-Holland;VMBO;GL;Landbouw;G;68;68;0;6,8;,0;6,8
25EF;25EF09;Locatie, vmbo Schagen;SCHAGEN;Noord-Holland;VMBO;KL;Landbouw;G;39;39;0;6,7;,0;6,7
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;BL;Economie;EO;1;1;0;6,5;,0;6,6
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;KL;Economie;EO;23;23;0;6,7;,0;6,8
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;TL;Economie;;24;24;0;6,7;,0;6,8
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;TL;Landbouw;;3;3;0;5,9;,0;6,0
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;TL;Techniek;;20;20;0;6,7;,0;6,8
25FU;25FU00;LCH;HAARLEM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;18;18;0;6,8;,0;6,9
25FU;25FU08;LCH locatie Daaf Gelukschool;HAARLEM;Noord-Holland;VMBO;KL;Economie;EO;21;21;0;6,5;,0;6,5
25FU;25FU08;LCH locatie Daaf Gelukschool;HAARLEM;Noord-Holland;VMBO;TL;Economie;;14;14;0;6,4;,0;6,5
25FU;25FU08;LCH locatie Daaf Gelukschool;HAARLEM;Noord-Holland;VMBO;TL;Techniek;;23;23;0;6,8;,0;6,9
25FU;25FU08;LCH locatie Daaf Gelukschool;HAARLEM;Noord-Holland;VMBO;TL;Zorg & Welzijn;;27;27;0;6,5;,0;6,5
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Cultuur en Maatschappij;6;5;1;6,2;,0;6,3
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Economie en Maatschappij;16;15;1;6,4;,0;6,4
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;13;0;6,2;,0;6,3
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Natuur en Gezondheid;25;24;1;6,5;,0;6,6
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Natuur en Techniek;5;4;1;6,1;,0;6,2
25FX;25FX00;Reynaert College;HULST;Zeeland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;27;26;1;6,5;,0;6,5
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Cultuur en Maatschappij;2;2;0;6,8;,0;6,9
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Economie en Maatschappij;3;3;0;6,8;,0;6,9
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;6,6;,0;6,7
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Natuur en Gezondheid;6;6;0;6,7;,0;6,8
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Natuur en Techniek;4;4;0;6,6;,0;6,6
25FX;25FX00;Reynaert College;HULST;Zeeland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;21;0;7,1;,0;7,2
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;BL;Intersect. programma;DP;14;14;0;6,6;,0;6,6
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;KL;Intersect. programma;DP;27;27;0;6,8;,0;6,9
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;TL;Economie;;37;37;0;6,5;,0;6,6
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;TL;Landbouw;;5;5;0;6,7;,0;6,7
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;TL;Techniek;;26;25;1;6,4;,0;6,5
25FX;25FX01;Reynaert College;HULST;Zeeland;VMBO;TL;Zorg & Welzijn;;30;30;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Cultuur en Maatschappij;14;13;1;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Economie en Maatschappij;64;61;3;6,3;,0;6,4
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,3;,0;6,2
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Natuur en Gezondheid;21;21;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Natuur en Techniek;12;9;3;6,1;,0;6,2
25FY;25FY00;Raayland College;VENRAY;Limburg;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,7;,0;6,9
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;BL;Intersect. programma;DP;10;9;1;6,2;,0;6,3
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;BL;Techniek;BWI;2;2;0;6,5;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;BL;Techniek;PIE;4;4;0;6,7;,0;6,7
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;BL;Zorg & Welzijn;ZWE;9;9;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;GL;Intersect. programma;DP;17;17;0;6,2;,0;6,3
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;GL;Techniek;BWI;6;6;0;6,2;,0;6,3
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;GL;Techniek;PIE;9;9;0;6,4;,0;6,4
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;KL;Intersect. programma;DP;27;26;1;6,3;,0;6,3
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;KL;Techniek;BWI;8;8;0;6,7;,0;6,7
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;KL;Techniek;PIE;5;5;0;6,6;,0;6,6
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;KL;Zorg & Welzijn;ZWE;21;21;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;TL;Economie;;22;21;1;6,6;,0;6,6
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;TL;Techniek;;4;4;0;6,5;,0;6,6
25FY;25FY00;Raayland College;VENRAY;Limburg;VMBO;TL;Zorg & Welzijn;;34;33;1;6,5;,0;6,6
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Cultuur en Maatschappij;1;0;1;6,1;,0;6,2
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Economie en Maatschappij;42;42;0;6,6;,0;6,7
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;11;0;6,6;,0;6,6
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Natuur en Gezondheid;10;10;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Natuur en Gezondheid / Economie en Maatschappij;2;2;0;7,1;,0;7,1
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Natuur en Techniek;5;5;0;6,9;,0;6,9
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Natuur en Techniek / Economie en Maatschappij;2;2;0;6,4;,0;6,5
25FY;25FY00;Raayland College;VENRAY;Limburg;VWO;;;Natuur en Techniek / Natuur en Gezondheid;29;28;1;6,8;,0;6,9
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;9;9;0;6,5;,0;6,6
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Economie en Maatschappij;41;41;0;6,5;,0;6,6
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;,0;6,7
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Natuur en Gezondheid;6;6;0;6,7;,0;6,7
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Natuur en Techniek;10;10;0;6,6;,0;6,6
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;6,5;,0;6,5
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VMBO;TL;Economie;;47;47;0;6,3;,0;6,4
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VMBO;TL;Landbouw;;2;2;0;6,6;,0;6,6
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VMBO;TL;Techniek;;8;8;0;6,3;,0;6,5
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;32;32;0;6,4;,0;6,4
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Cultuur en Maatschappij;1;1;0;8,2;,0;8,3
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Economie en Maatschappij;10;10;0;6,8;,0;6,9
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;,0;6,7
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Natuur en Gezondheid;6;6;0;6,5;,0;6,6
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Natuur en Techniek;5;5;0;6,4;,0;6,4
25GA;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;7,0;,0;7,1
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;BL;Economie;EO;9;9;0;6,4;,0;6,5
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;BL;Techniek;PIE;15;15;0;6,7;,0;6,7
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;BL;Zorg & Welzijn;ZWE;32;32;0;6,6;,0;6,7
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;KL;Economie;EO;27;27;0;6,5;,0;6,5
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;KL;Techniek;PIE;13;13;0;6,8;,0;6,9
25GA;25GA01;SCZ Ber.Coll Zoetermeer VMBO;ZOETERMEER;Zuid-Holland;VMBO;KL;Zorg & Welzijn;ZWE;27;27;0;6,8;,0;6,8
25GA;25GA06;SCZ Mavo Zoetermeer;ZOETERMEER;Zuid-Holland;VMBO;TL;Economie;;17;16;1;6,3;,0;6,3
25GA;25GA06;SCZ Mavo Zoetermeer;ZOETERMEER;Zuid-Holland;VMBO;TL;Techniek;;4;4;0;6,4;,0;6,4
25GA;25GA06;SCZ Mavo Zoetermeer;ZOETERMEER;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;12;12;0;6,4;,0;6,5
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,7;,0;6,7
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Economie en Maatschappij;32;29;3;6,2;,0;6,3
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,4;,0;6,5
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Gezondheid;15;15;0;6,4;,0;6,5
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Techniek;1;1;0;5,8;,0;5,8
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;6,3;,0;6,3
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Economie;EO;1;1;0;6,2;,0;6,2
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Techniek;PIE;1;1;0;5,9;,0;5,9
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Zorg & Welzijn;ZWE;1;1;0;6,8;,0;6,8
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Economie;;29;29;0;6,3;,0;6,4
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Techniek;;10;10;0;6,6;,0;6,6
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Zorg & Welzijn;;30;30;0;6,4;,0;6,5
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Cultuur en Maatschappij;3;3;0;7,1;,0;7,2
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Economie en Maatschappij;4;4;0;6,8;,0;6,8
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;7,4;,0;7,5
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Gezondheid;10;10;0;6,7;,0;6,8
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Techniek;5;5;0;7,0;,0;7,1
25GB;25GB00;Marne College;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;19;0;7,1;,0;7,1
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Intersect. programma;DP;7;7;0;6,1;,0;6,1
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Techniek;MTR;3;3;0;6,3;,0;6,3
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Techniek;PIE;1;1;0;6,1;,0;6,0
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Intersect. programma;DP;25;25;0;6,5;,0;6,5
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Techniek;BWI;2;2;0;7,0;,0;7,1
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Techniek;MTR;7;7;0;6,5;,0;6,6
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Techniek;PIE;6;6;0;6,5;,0;6,6
25GB;25GB02;Marne College;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Zorg & Welzijn;ZWE;24;24;0;7,0;,0;7,1
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;30;29;1;6,5;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Economie en Maatschappij;47;45;2;6,5;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,5;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Gezondheid;30;29;1;6,4;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Techniek;4;3;1;6,2;,0;6,3
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,5;,0;6,6
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Economie;;48;41;7;6,2;,0;6,3
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Techniek;;9;9;0;6,4;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;50;48;2;6,5;,0;6,6
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Cultuur en Maatschappij;3;3;0;7,0;,0;7,2
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Economie en Maatschappij;6;6;0;7,0;,0;7,0
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Gezondheid;7;7;0;6,4;,0;6,5
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Techniek;3;3;0;6,7;,0;6,7
25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;7,1;,0;7,1
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Economie;EO;7;7;0;6,2;,0;6,2
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Economie;HBR;5;5;0;6,4;,0;6,4
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;BWI;4;4;0;6,0;,0;6,1
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;MTR;4;4;0;6,4;,0;6,5
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;PIE;1;1;0;6,3;,0;6,4
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Zorg & Welzijn;ZWE;11;11;0;6,3;,0;6,4
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Economie;EO;23;23;0;6,5;,0;6,6
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Economie;HBR;17;17;0;6,6;,0;6,6
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;BWI;12;12;0;6,3;,0;6,3
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;MTR;16;16;0;6,4;,0;6,5
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;PIE;7;7;0;6,5;,0;6,6
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Zorg & Welzijn;ZWE;21;21;0;6,4;,0;6,5
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Economie;;20;20;0;6,9;,0;7,0
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Techniek;;4;4;0;6,3;,0;6,4
25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;2;2;0;6,8;,0;6,9
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;10;9;1;6,5;,0;6,5
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Economie en Maatschappij;49;43;6;6,4;,0;6,4
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;6,6;,0;6,6
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Gezondheid;15;14;1;6,3;,0;6,4
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Techniek;10;10;0;6,6;,0;6,7
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;14;13;1;6,7;,0;6,8
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Cultuur en Maatschappij;15;15;0;6,6;,0;6,7
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Economie en Maatschappij;31;31;0;6,6;,0;6,7
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;28;27;1;6,8;,0;6,8
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Gezondheid;4;4;0;6,9;,0;6,9
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Techniek;12;12;0;7,3;,0;7,4
25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;45;45;0;6,9;,0;7,0
25GC;25GC03;SGM Breda voor Katholiek VO;ZUNDERT;Noord-Brabant;VMBO;TL;Economie;;18;16;2;6,2;,0;6,2
25GC;25GC03;SGM Breda voor Katholiek VO;ZUNDERT;Noord-Brabant;VMBO;TL;Landbouw;;1;1;0;5,8;,0;5,9
25GC;25GC03;SGM Breda voor Katholiek VO;ZUNDERT;Noord-Brabant;VMBO;TL;Techniek;;6;6;0;6,5;,0;6,6
25GC;25GC03;SGM Breda voor Katholiek VO;ZUNDERT;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;14;13;1;6,2;,0;6,3
25GC;25GC08;SGM Breda voor Katholiek VO;BAARLE-NASSAU;Noord-Brabant;VMBO;TL;Economie;;16;16;0;6,5;,0;6,6
25GC;25GC08;SGM Breda voor Katholiek VO;BAARLE-NASSAU;Noord-Brabant;VMBO;TL;Landbouw;;1;1;0;6,7;,0;6,7
25GC;25GC08;SGM Breda voor Katholiek VO;BAARLE-NASSAU;Noord-Brabant;VMBO;TL;Techniek;;13;13;0;6,5;,0;6,6
25GC;25GC08;SGM Breda voor Katholiek VO;BAARLE-NASSAU;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;13;13;0;6,7;,0;6,8
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Economie;EO;1;1;0;6,3;,0;6,3
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Economie;HBR;11;11;0;6,4;,0;6,5
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;BWI;2;2;0;6,1;,0;6,1
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;MTR;2;2;0;6,3;,0;6,4
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Techniek;PIE;3;3;0;6,5;,0;6,7
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;BL;Zorg & Welzijn;ZWE;3;3;0;6,2;,0;6,3
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Economie;EO;6;6;0;6,6;,0;6,8
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Economie;HBR;4;4;0;6,4;,0;6,4
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;BWI;5;5;0;6,1;,0;6,2
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;MTR;2;2;0;6,2;,0;6,5
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Techniek;PIE;3;3;0;6,4;,0;6,5
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;KL;Zorg & Welzijn;ZWE;4;4;0;6,5;,0;6,5
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Economie;;8;8;0;6,7;,0;6,7
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Landbouw;;1;1;0;7,4;,0;7,4
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Techniek;;1;1;0;7,1;,0;7,1
25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;4;4;0;6,6;,0;6,7
25GC;25GC10;SGM Breda voor Katholiek VO;BREDA;Noord-Brabant;VMBO;TL;Economie;;65;65;0;7,0;,0;7,0
